,0
vol_t,0.4079129645636189
ret_5_std,0.2217719946856836
vol21_t,0.1384471459789298
ret_21_std,0.08158566828563547
ret_sq_1,0.04207328286527311
ret_abs_1,0.04048776408871921
ret_5_sum,0.02702966011913496
ret_21_mean,0.023424722416143073
ret_1,0.017266796996861785
