Date,Open,High,Low,Close,Adj Close,Volume
03-16-28,18.260000,18.260000,18.260000,18.260000,18.260000,0
03-19-28,18.360001,18.360001,18.360001,18.360001,18.360001,0
03-20-28,18.459999,18.459999,18.459999,18.459999,18.459999,0
03-21-28,18.650000,18.650000,18.650000,18.650000,18.650000,0
03-22-28,18.600000,18.600000,18.600000,18.600000,18.600000,0
03-23-28,18.780001,18.780001,18.780001,18.780001,18.780001,0
03-26-28,19.049999,19.049999,19.049999,19.049999,19.049999,0
03-27-28,18.940001,18.940001,18.940001,18.940001,18.940001,0
03-28-28,18.889999,18.889999,18.889999,18.889999,18.889999,0
03-29-28,18.950001,18.950001,18.950001,18.950001,18.950001,0
03-30-28,19.280001,19.280001,19.280001,19.280001,19.280001,0
04-02-28,18.910000,18.910000,18.910000,18.910000,18.910000,0
04-03-28,19.020000,19.020000,19.020000,19.020000,19.020000,0
04-04-28,18.990000,18.990000,18.990000,18.990000,18.990000,0
04-05-28,19.230000,19.230000,19.230000,19.230000,19.230000,0
04-09-28,19.270000,19.270000,19.270000,19.270000,19.270000,0
04-10-28,19.100000,19.100000,19.100000,19.100000,19.100000,0
04-11-28,19.440001,19.440001,19.440001,19.440001,19.440001,0
04-12-28,19.410000,19.410000,19.410000,19.410000,19.410000,0
04-13-28,19.730000,19.730000,19.730000,19.730000,19.730000,0
04-16-28,19.680000,19.680000,19.680000,19.680000,19.680000,0
04-17-28,19.520000,19.520000,19.520000,19.520000,19.520000,0
04-18-28,19.520000,19.520000,19.520000,19.520000,19.520000,0
04-19-28,19.629999,19.629999,19.629999,19.629999,19.629999,0
04-20-28,19.340000,19.340000,19.340000,19.340000,19.340000,0
04-23-28,19.150000,19.150000,19.150000,19.150000,19.150000,0
04-24-28,19.250000,19.250000,19.250000,19.250000,19.250000,0
04-25-28,19.330000,19.330000,19.330000,19.330000,19.330000,0
04-26-28,19.469999,19.469999,19.469999,19.469999,19.469999,0
04-27-28,19.680000,19.680000,19.680000,19.680000,19.680000,0
04-30-28,19.750000,19.750000,19.750000,19.750000,19.750000,0
05-01-28,19.780001,19.780001,19.780001,19.780001,19.780001,0
05-02-28,19.830000,19.830000,19.830000,19.830000,19.830000,0
05-03-28,19.930000,19.930000,19.930000,19.930000,19.930000,0
05-04-28,20.240000,20.240000,20.240000,20.240000,20.240000,0
05-07-28,20.410000,20.410000,20.410000,20.410000,20.410000,0
05-08-28,20.270000,20.270000,20.270000,20.270000,20.270000,0
05-09-28,20.240000,20.240000,20.240000,20.240000,20.240000,0
05-10-28,20.209999,20.209999,20.209999,20.209999,20.209999,0
05-11-28,20.360001,20.360001,20.360001,20.360001,20.360001,0
05-14-28,20.440001,20.440001,20.440001,20.440001,20.440001,0
05-15-28,20.389999,20.389999,20.389999,20.389999,20.389999,0
05-16-28,20.049999,20.049999,20.049999,20.049999,20.049999,0
05-17-28,20.120001,20.120001,20.120001,20.120001,20.120001,0
05-18-28,19.920000,19.920000,19.920000,19.920000,19.920000,0
05-21-28,19.629999,19.629999,19.629999,19.629999,19.629999,0
05-22-28,19.360001,19.360001,19.360001,19.360001,19.360001,0
05-23-28,19.750000,19.750000,19.750000,19.750000,19.750000,0
05-24-28,19.870001,19.870001,19.870001,19.870001,19.870001,0
05-25-28,19.900000,19.900000,19.900000,19.900000,19.900000,0
05-28-28,19.570000,19.570000,19.570000,19.570000,19.570000,0
05-29-28,19.820000,19.820000,19.820000,19.820000,19.820000,0
05-31-28,20.000000,20.000000,20.000000,20.000000,20.000000,0
06-01-28,20.070000,20.070000,20.070000,20.070000,20.070000,0
06-04-28,19.799999,19.799999,19.799999,19.799999,19.799999,0
06-05-28,19.850000,19.850000,19.850000,19.850000,19.850000,0
06-06-28,19.660000,19.660000,19.660000,19.660000,19.660000,0
06-07-28,19.610001,19.610001,19.610001,19.610001,19.610001,0
06-08-28,19.370001,19.370001,19.370001,19.370001,19.370001,0
06-11-28,18.680000,18.680000,18.680000,18.680000,18.680000,0
06-12-28,18.340000,18.340000,18.340000,18.340000,18.340000,0
06-13-28,18.889999,18.889999,18.889999,18.889999,18.889999,0
06-14-28,19.049999,19.049999,19.049999,19.049999,19.049999,0
06-15-28,18.740000,18.740000,18.740000,18.740000,18.740000,0
06-18-28,18.400000,18.400000,18.400000,18.400000,18.400000,0
06-19-28,18.340000,18.340000,18.340000,18.340000,18.340000,0
06-20-28,18.570000,18.570000,18.570000,18.570000,18.570000,0
06-21-28,18.559999,18.559999,18.559999,18.559999,18.559999,0
06-22-28,18.540001,18.540001,18.540001,18.540001,18.540001,0
06-25-28,18.469999,18.469999,18.469999,18.469999,18.469999,0
06-26-28,18.680000,18.680000,18.680000,18.680000,18.680000,0
06-27-28,18.860001,18.860001,18.860001,18.860001,18.860001,0
06-28-28,19.070000,19.070000,19.070000,19.070000,19.070000,0
06-29-28,19.139999,19.139999,19.139999,19.139999,19.139999,0
07-02-28,18.980000,18.980000,18.980000,18.980000,18.980000,0
07-03-28,19.290001,19.290001,19.290001,19.290001,19.290001,0
07-05-28,19.480000,19.480000,19.480000,19.480000,19.480000,0
07-06-28,19.389999,19.389999,19.389999,19.389999,19.389999,0
07-09-28,19.459999,19.459999,19.459999,19.459999,19.459999,0
07-10-28,19.430000,19.430000,19.430000,19.430000,19.430000,0
07-11-28,18.950001,18.950001,18.950001,18.950001,18.950001,0
07-12-28,18.809999,18.809999,18.809999,18.809999,18.809999,0
07-13-28,18.959999,18.959999,18.959999,18.959999,18.959999,0
07-16-28,18.700001,18.700001,18.700001,18.700001,18.700001,0
07-17-28,18.799999,18.799999,18.799999,18.799999,18.799999,0
07-18-28,19.030001,19.030001,19.030001,19.030001,19.030001,0
07-19-28,18.990000,18.990000,18.990000,18.990000,18.990000,0
07-20-28,19.030001,19.030001,19.030001,19.030001,19.030001,0
07-23-28,19.120001,19.120001,19.120001,19.120001,19.120001,0
07-24-28,19.090000,19.090000,19.090000,19.090000,19.090000,0
07-25-28,19.200001,19.200001,19.200001,19.200001,19.200001,0
07-26-28,19.240000,19.240000,19.240000,19.240000,19.240000,0
07-27-28,19.420000,19.420000,19.420000,19.420000,19.420000,0
07-30-28,19.469999,19.469999,19.469999,19.469999,19.469999,0
07-31-28,19.430000,19.430000,19.430000,19.430000,19.430000,0
08-01-28,19.420000,19.420000,19.420000,19.420000,19.420000,0
08-02-28,19.330000,19.330000,19.330000,19.330000,19.330000,0
08-03-28,19.360001,19.360001,19.360001,19.360001,19.360001,0
08-06-28,19.580000,19.580000,19.580000,19.580000,19.580000,0
08-07-28,19.490000,19.490000,19.490000,19.490000,19.490000,0
08-08-28,19.250000,19.250000,19.250000,19.250000,19.250000,0
08-09-28,19.299999,19.299999,19.299999,19.299999,19.299999,0
08-10-28,19.250000,19.250000,19.250000,19.250000,19.250000,0
08-13-28,19.290001,19.290001,19.290001,19.290001,19.290001,0
08-14-28,19.129999,19.129999,19.129999,19.129999,19.129999,0
08-15-28,19.469999,19.469999,19.469999,19.469999,19.469999,0
08-16-28,19.610001,19.610001,19.610001,19.610001,19.610001,0
08-17-28,19.639999,19.639999,19.639999,19.639999,19.639999,0
08-20-28,19.770000,19.770000,19.770000,19.770000,19.770000,0
08-21-28,20.020000,20.020000,20.020000,20.020000,20.020000,0
08-22-28,20.000000,20.000000,20.000000,20.000000,20.000000,0
08-23-28,20.020000,20.020000,20.020000,20.020000,20.020000,0
08-24-28,20.340000,20.340000,20.340000,20.340000,20.340000,0
08-27-28,20.379999,20.379999,20.379999,20.379999,20.379999,0
08-28-28,20.540001,20.540001,20.540001,20.540001,20.540001,0
08-29-28,20.580000,20.580000,20.580000,20.580000,20.580000,0
08-30-28,20.610001,20.610001,20.610001,20.610001,20.610001,0
08-31-28,20.870001,20.870001,20.870001,20.870001,20.870001,0
09-04-28,20.969999,20.969999,20.969999,20.969999,20.969999,0
09-05-28,21.070000,21.070000,21.070000,21.070000,21.070000,0
09-06-28,20.940001,20.940001,20.940001,20.940001,20.940001,0
09-07-28,21.090000,21.090000,21.090000,21.090000,21.090000,0
09-10-28,20.920000,20.920000,20.920000,20.920000,20.920000,0
09-11-28,21.080000,21.080000,21.080000,21.080000,21.080000,0
09-12-28,21.160000,21.160000,21.160000,21.160000,21.160000,0
09-13-28,21.139999,21.139999,21.139999,21.139999,21.139999,0
09-14-28,21.139999,21.139999,21.139999,21.139999,21.139999,0
09-17-28,21.330000,21.330000,21.330000,21.330000,21.330000,0
09-18-28,21.180000,21.180000,21.180000,21.180000,21.180000,0
09-19-28,21.180000,21.180000,21.180000,21.180000,21.180000,0
09-20-28,21.219999,21.219999,21.219999,21.219999,21.219999,0
09-21-28,21.360001,21.360001,21.360001,21.360001,21.360001,0
09-24-28,21.430000,21.430000,21.430000,21.430000,21.430000,0
09-25-28,21.410000,21.410000,21.410000,21.410000,21.410000,0
09-26-28,21.400000,21.400000,21.400000,21.400000,21.400000,0
09-27-28,21.129999,21.129999,21.129999,21.129999,21.129999,0
09-28-28,21.139999,21.139999,21.139999,21.139999,21.139999,0
10-01-28,21.360001,21.360001,21.360001,21.360001,21.360001,0
10-02-28,21.260000,21.260000,21.260000,21.260000,21.260000,0
10-03-28,21.190001,21.190001,21.190001,21.190001,21.190001,0
10-04-28,21.260000,21.260000,21.260000,21.260000,21.260000,0
10-05-28,21.219999,21.219999,21.219999,21.219999,21.219999,0
10-08-28,21.110001,21.110001,21.110001,21.110001,21.110001,0
10-09-28,21.180000,21.180000,21.180000,21.180000,21.180000,0
10-10-28,21.410000,21.410000,21.410000,21.410000,21.410000,0
10-11-28,21.510000,21.510000,21.510000,21.510000,21.510000,0
10-15-28,21.650000,21.650000,21.650000,21.650000,21.650000,0
10-16-28,21.719999,21.719999,21.719999,21.719999,21.719999,0
10-17-28,21.790001,21.790001,21.790001,21.790001,21.790001,0
10-18-28,21.840000,21.840000,21.840000,21.840000,21.840000,0
10-19-28,21.959999,21.959999,21.959999,21.959999,21.959999,0
10-22-28,21.809999,21.809999,21.809999,21.809999,21.809999,0
10-23-28,21.950001,21.950001,21.950001,21.950001,21.950001,0
10-24-28,21.990000,21.990000,21.990000,21.990000,21.990000,0
10-25-28,21.910000,21.910000,21.910000,21.910000,21.910000,0
10-26-28,21.650000,21.650000,21.650000,21.650000,21.650000,0
10-29-28,22.000000,22.000000,22.000000,22.000000,22.000000,0
10-30-28,21.760000,21.760000,21.760000,21.760000,21.760000,0
10-31-28,21.680000,21.680000,21.680000,21.680000,21.680000,0
11-01-28,21.990000,21.990000,21.990000,21.990000,21.990000,0
11-02-28,21.950001,21.950001,21.950001,21.950001,21.950001,0
11-05-28,22.240000,22.240000,22.240000,22.240000,22.240000,0
11-07-28,22.240000,22.240000,22.240000,22.240000,22.240000,0
11-08-28,22.389999,22.389999,22.389999,22.389999,22.389999,0
11-09-28,22.549999,22.549999,22.549999,22.549999,22.549999,0
11-12-28,22.840000,22.840000,22.840000,22.840000,22.840000,0
11-13-28,22.910000,22.910000,22.910000,22.910000,22.910000,0
11-14-28,22.910000,22.910000,22.910000,22.910000,22.910000,0
11-15-28,23.030001,23.030001,23.030001,23.030001,23.030001,0
11-16-28,23.370001,23.370001,23.370001,23.370001,23.370001,0
11-19-28,23.370001,23.370001,23.370001,23.370001,23.370001,0
11-20-28,23.570000,23.570000,23.570000,23.570000,23.570000,0
11-21-28,23.219999,23.219999,23.219999,23.219999,23.219999,0
11-22-28,23.520000,23.520000,23.520000,23.520000,23.520000,0
11-23-28,23.700001,23.700001,23.700001,23.700001,23.700001,0
11-26-28,23.799999,23.799999,23.799999,23.799999,23.799999,0
11-27-28,23.910000,23.910000,23.910000,23.910000,23.910000,0
11-28-28,24.190001,24.190001,24.190001,24.190001,24.190001,0
11-30-28,24.280001,24.280001,24.280001,24.280001,24.280001,0
12-03-28,23.850000,23.850000,23.850000,23.850000,23.850000,0
12-04-28,23.910000,23.910000,23.910000,23.910000,23.910000,0
12-05-28,23.809999,23.809999,23.809999,23.809999,23.809999,0
12-06-28,22.910000,22.910000,22.910000,22.910000,22.910000,0
12-07-28,22.360001,22.360001,22.360001,22.360001,22.360001,0
12-10-28,22.309999,22.309999,22.309999,22.309999,22.309999,0
12-11-28,22.740000,22.740000,22.740000,22.740000,22.740000,0
12-12-28,22.520000,22.520000,22.520000,22.520000,22.520000,0
12-13-28,22.480000,22.480000,22.480000,22.480000,22.480000,0
12-14-28,22.530001,22.530001,22.530001,22.530001,22.530001,0
12-17-28,22.440001,22.440001,22.440001,22.440001,22.440001,0
12-18-28,22.700001,22.700001,22.700001,22.700001,22.700001,0
12-19-28,22.980000,22.980000,22.980000,22.980000,22.980000,0
12-20-28,23.070000,23.070000,23.070000,23.070000,23.070000,0
12-21-28,23.330000,23.330000,23.330000,23.330000,23.330000,0
12-24-28,23.540001,23.540001,23.540001,23.540001,23.540001,0
12-26-28,23.440001,23.440001,23.440001,23.440001,23.440001,0
12-27-28,23.639999,23.639999,23.639999,23.639999,23.639999,0
12-28-28,23.980000,23.980000,23.980000,23.980000,23.980000,0
12-31-28,24.350000,24.350000,24.350000,24.350000,24.350000,0
01-02-29,24.809999,24.809999,24.809999,24.809999,24.809999,0
01-03-29,24.860001,24.860001,24.860001,24.860001,24.860001,0
01-04-29,24.850000,24.850000,24.850000,24.850000,24.850000,0
01-07-29,24.250000,24.250000,24.250000,24.250000,24.250000,0
01-08-29,24.170000,24.170000,24.170000,24.170000,24.170000,0
01-09-29,24.540001,24.540001,24.540001,24.540001,24.540001,0
01-10-29,24.580000,24.580000,24.580000,24.580000,24.580000,0
01-11-29,24.540001,24.540001,24.540001,24.540001,24.540001,0
01-14-29,24.590000,24.590000,24.590000,24.590000,24.590000,0
01-15-29,24.230000,24.230000,24.230000,24.230000,24.230000,0
01-16-29,24.559999,24.559999,24.559999,24.559999,24.559999,0
01-17-29,24.690001,24.690001,24.690001,24.690001,24.690001,0
01-18-29,24.770000,24.770000,24.770000,24.770000,24.770000,0
01-21-29,24.860001,24.860001,24.860001,24.860001,24.860001,0
01-22-29,25.070000,25.070000,25.070000,25.070000,25.070000,0
01-23-29,25.219999,25.219999,25.219999,25.219999,25.219999,0
01-24-29,25.059999,25.059999,25.059999,25.059999,25.059999,0
01-25-29,25.480000,25.480000,25.480000,25.480000,25.480000,0
01-28-29,25.350000,25.350000,25.350000,25.350000,25.350000,0
01-29-29,25.360001,25.360001,25.360001,25.360001,25.360001,0
01-30-29,25.450001,25.450001,25.450001,25.450001,25.450001,0
01-31-29,25.740000,25.740000,25.740000,25.740000,25.740000,0
02-01-29,25.840000,25.840000,25.840000,25.840000,25.840000,0
02-04-29,25.639999,25.639999,25.639999,25.639999,25.639999,0
02-05-29,25.700001,25.700001,25.700001,25.700001,25.700001,0
02-06-29,25.490000,25.490000,25.490000,25.490000,25.490000,0
02-07-29,24.709999,24.709999,24.709999,24.709999,24.709999,0
02-08-29,24.440001,24.440001,24.440001,24.440001,24.440001,0
02-11-29,24.980000,24.980000,24.980000,24.980000,24.980000,0
02-13-29,24.950001,24.950001,24.950001,24.950001,24.950001,0
02-14-29,24.850000,24.850000,24.850000,24.850000,24.850000,0
02-15-29,24.350000,24.350000,24.350000,24.350000,24.350000,0
02-18-29,24.389999,24.389999,24.389999,24.389999,24.389999,0
02-19-29,24.379999,24.379999,24.379999,24.379999,24.379999,0
02-20-29,24.590000,24.590000,24.590000,24.590000,24.590000,0
02-21-29,24.860001,24.860001,24.860001,24.860001,24.860001,0
02-25-29,24.910000,24.910000,24.910000,24.910000,24.910000,0
02-26-29,24.950001,24.950001,24.950001,24.950001,24.950001,0
02-27-29,25.250000,25.250000,25.250000,25.250000,25.250000,0
02-28-29,25.590000,25.590000,25.590000,25.590000,25.590000,0
03-01-29,25.830000,25.830000,25.830000,25.830000,25.830000,0
03-04-29,25.490000,25.490000,25.490000,25.490000,25.490000,0
03-05-29,25.320000,25.320000,25.320000,25.320000,25.320000,0
03-06-29,24.920000,24.920000,24.920000,24.920000,24.920000,0
03-07-29,25.150000,25.150000,25.150000,25.150000,25.150000,0
03-08-29,25.309999,25.309999,25.309999,25.309999,25.309999,0
03-11-29,24.950001,24.950001,24.950001,24.950001,24.950001,0
03-12-29,24.969999,24.969999,24.969999,24.969999,24.969999,0
03-13-29,25.240000,25.240000,25.240000,25.240000,25.240000,0
03-14-29,25.730000,25.730000,25.730000,25.730000,25.730000,0
03-15-29,26.080000,26.080000,26.080000,26.080000,26.080000,0
03-18-29,26.040001,26.040001,26.040001,26.040001,26.040001,0
03-19-29,26.030001,26.030001,26.030001,26.030001,26.030001,0
03-20-29,26.020000,26.020000,26.020000,26.020000,26.020000,0
03-21-29,25.900000,25.900000,25.900000,25.900000,25.900000,0
03-22-29,25.549999,25.549999,25.549999,25.549999,25.549999,0
03-25-29,24.510000,24.510000,24.510000,24.510000,24.510000,0
03-26-29,24.350000,24.350000,24.350000,24.350000,24.350000,0
03-27-29,25.090000,25.090000,25.090000,25.090000,25.090000,0
03-28-29,25.530001,25.530001,25.530001,25.530001,25.530001,0
04-01-29,24.879999,24.879999,24.879999,24.879999,24.879999,0
04-02-29,25.170000,25.170000,25.170000,25.170000,25.170000,0
04-03-29,24.860001,24.860001,24.860001,24.860001,24.860001,0
04-04-29,25.299999,25.299999,25.299999,25.299999,25.299999,0
04-05-29,25.049999,25.049999,25.049999,25.049999,25.049999,0
04-08-29,24.830000,24.830000,24.830000,24.830000,24.830000,0
04-09-29,24.629999,24.629999,24.629999,24.629999,24.629999,0
04-10-29,24.780001,24.780001,24.780001,24.780001,24.780001,0
04-11-29,25.059999,25.059999,25.059999,25.059999,25.059999,0
04-12-29,25.150000,25.150000,25.150000,25.150000,25.150000,0
04-15-29,25.000000,25.000000,25.000000,25.000000,25.000000,0
04-16-29,25.059999,25.059999,25.059999,25.059999,25.059999,0
04-17-29,25.320000,25.320000,25.320000,25.320000,25.320000,0
04-18-29,25.430000,25.430000,25.430000,25.430000,25.430000,0
04-19-29,25.410000,25.410000,25.410000,25.410000,25.410000,0
04-22-29,25.700001,25.700001,25.700001,25.700001,25.700001,0
04-23-29,25.850000,25.850000,25.850000,25.850000,25.850000,0
04-24-29,25.750000,25.750000,25.750000,25.750000,25.750000,0
04-25-29,25.629999,25.629999,25.629999,25.629999,25.629999,0
04-26-29,25.580000,25.580000,25.580000,25.580000,25.580000,0
04-29-29,25.530001,25.530001,25.530001,25.530001,25.530001,0
04-30-29,25.940001,25.940001,25.940001,25.940001,25.940001,0
05-01-29,25.990000,25.990000,25.990000,25.990000,25.990000,0
05-02-29,26.110001,26.110001,26.110001,26.110001,26.110001,0
05-03-29,26.370001,26.370001,26.370001,26.370001,26.370001,0
05-06-29,26.320000,26.320000,26.320000,26.320000,26.320000,0
05-07-29,26.070000,26.070000,26.070000,26.070000,26.070000,0
05-08-29,26.180000,26.180000,26.180000,26.180000,26.180000,0
05-09-29,26.020000,26.020000,26.020000,26.020000,26.020000,0
05-10-29,26.340000,26.340000,26.340000,26.340000,26.340000,0
05-13-29,25.639999,25.639999,25.639999,25.639999,25.639999,0
05-14-29,25.950001,25.950001,25.950001,25.950001,25.950001,0
05-15-29,25.840000,25.840000,25.840000,25.840000,25.840000,0
05-16-29,25.969999,25.969999,25.969999,25.969999,25.969999,0
05-17-29,26.090000,26.090000,26.090000,26.090000,26.090000,0
05-20-29,25.389999,25.389999,25.389999,25.389999,25.389999,0
05-21-29,25.700001,25.700001,25.700001,25.700001,25.700001,0
05-22-29,24.760000,24.760000,24.760000,24.760000,24.760000,0
05-23-29,25.309999,25.309999,25.309999,25.309999,25.309999,0
05-24-29,25.120001,25.120001,25.120001,25.120001,25.120001,0
05-27-29,24.200001,24.200001,24.200001,24.200001,24.200001,0
05-28-29,24.590000,24.590000,24.590000,24.590000,24.590000,0
05-29-29,24.620001,24.620001,24.620001,24.620001,24.620001,0
05-31-29,24.830000,24.830000,24.830000,24.830000,24.830000,0
06-03-29,25.270000,25.270000,25.270000,25.270000,25.270000,0
06-04-29,25.639999,25.639999,25.639999,25.639999,25.639999,0
06-05-29,25.590000,25.590000,25.590000,25.590000,25.590000,0
06-06-29,25.639999,25.639999,25.639999,25.639999,25.639999,0
06-07-29,25.530001,25.530001,25.530001,25.530001,25.530001,0
06-10-29,25.270000,25.270000,25.270000,25.270000,25.270000,0
06-11-29,25.430000,25.430000,25.430000,25.430000,25.430000,0
06-12-29,25.450001,25.450001,25.450001,25.450001,25.450001,0
06-13-29,25.840000,25.840000,25.840000,25.840000,25.840000,0
06-14-29,25.930000,25.930000,25.930000,25.930000,25.930000,0
06-17-29,26.410000,26.410000,26.410000,26.410000,26.410000,0
06-18-29,26.420000,26.420000,26.420000,26.420000,26.420000,0
06-19-29,26.320000,26.320000,26.320000,26.320000,26.320000,0
06-20-29,26.469999,26.469999,26.469999,26.469999,26.469999,0
06-21-29,26.620001,26.620001,26.620001,26.620001,26.620001,0
06-24-29,26.620001,26.620001,26.620001,26.620001,26.620001,0
06-25-29,26.900000,26.900000,26.900000,26.900000,26.900000,0
06-26-29,27.059999,27.059999,27.059999,27.059999,27.059999,0
06-27-29,27.110001,27.110001,27.110001,27.110001,27.110001,0
06-28-29,27.410000,27.410000,27.410000,27.410000,27.410000,0
07-01-29,27.770000,27.770000,27.770000,27.770000,27.770000,0
07-02-29,28.059999,28.059999,28.059999,28.059999,28.059999,0
07-03-29,28.180000,28.180000,28.180000,28.180000,28.180000,0
07-05-29,28.320000,28.320000,28.320000,28.320000,28.320000,0
07-08-29,28.370001,28.370001,28.370001,28.370001,28.370001,0
07-09-29,28.280001,28.280001,28.280001,28.280001,28.280001,0
07-10-29,28.200001,28.200001,28.200001,28.200001,28.200001,0
07-11-29,28.260000,28.260000,28.260000,28.260000,28.260000,0
07-12-29,28.570000,28.570000,28.570000,28.570000,28.570000,0
07-15-29,28.450001,28.450001,28.450001,28.450001,28.450001,0
07-16-29,28.650000,28.650000,28.650000,28.650000,28.650000,0
07-17-29,28.719999,28.719999,28.719999,28.719999,28.719999,0
07-18-29,28.660000,28.660000,28.660000,28.660000,28.660000,0
07-19-29,28.760000,28.760000,28.760000,28.760000,28.760000,0
07-22-29,28.430000,28.430000,28.430000,28.430000,28.430000,0
07-23-29,28.830000,28.830000,28.830000,28.830000,28.830000,0
07-24-29,28.639999,28.639999,28.639999,28.639999,28.639999,0
07-25-29,28.770000,28.770000,28.770000,28.770000,28.770000,0
07-26-29,28.660000,28.660000,28.660000,28.660000,28.660000,0
07-29-29,28.180000,28.180000,28.180000,28.180000,28.180000,0
07-30-29,28.500000,28.500000,28.500000,28.500000,28.500000,0
07-31-29,28.879999,28.879999,28.879999,28.879999,28.879999,0
08-01-29,29.080000,29.080000,29.080000,29.080000,29.080000,0
08-02-29,29.559999,29.559999,29.559999,29.559999,29.559999,0
08-05-29,29.540001,29.540001,29.540001,29.540001,29.540001,0
08-06-29,29.430000,29.430000,29.430000,29.430000,29.430000,0
08-07-29,29.129999,29.129999,29.129999,29.129999,29.129999,0
08-08-29,29.469999,29.469999,29.469999,29.469999,29.469999,0
08-09-29,28.379999,28.379999,28.379999,28.379999,28.379999,0
08-12-29,29.270000,29.270000,29.270000,29.270000,29.270000,0
08-13-29,29.530001,29.530001,29.530001,29.530001,29.530001,0
08-14-29,29.620001,29.620001,29.620001,29.620001,29.620001,0
08-15-29,29.670000,29.670000,29.670000,29.670000,29.670000,0
08-16-29,30.219999,30.219999,30.219999,30.219999,30.219999,0
08-19-29,30.500000,30.500000,30.500000,30.500000,30.500000,0
08-20-29,30.680000,30.680000,30.680000,30.680000,30.680000,0
08-21-29,30.549999,30.549999,30.549999,30.549999,30.549999,0
08-22-29,30.790001,30.790001,30.790001,30.790001,30.790001,0
08-23-29,31.090000,31.090000,31.090000,31.090000,31.090000,0
08-26-29,31.070000,31.070000,31.070000,31.070000,31.070000,0
08-27-29,31.049999,31.049999,31.049999,31.049999,31.049999,0
08-28-29,30.990000,30.990000,30.990000,30.990000,30.990000,0
08-29-29,31.290001,31.290001,31.290001,31.290001,31.290001,0
08-30-29,31.709999,31.709999,31.709999,31.709999,31.709999,0
09-03-29,31.820000,31.820000,31.820000,31.820000,31.820000,0
09-04-29,31.719999,31.719999,31.719999,31.719999,31.719999,0
09-05-29,31.020000,31.020000,31.020000,31.020000,31.020000,0
